,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
1065,Chinook,10 years later,AP-FlTn,-0.0092903061871174,0.0005,-0.0005
1066,Chum,10 years later,AP-FlTn,-0.0431934323742622,0.0,-0.0
1067,Coho,10 years later,AP-FlTn,0.001014385092386,0.0,-0.0
1068,Pink,10 years later,AP-FlTn,0.0241690638747682,0.0,-0.0
1069,Sockeye,10 years later,AP-FlTn,0.0658193508853699,0.02,-0.02
1070,Hatchery Chinook,10 years later,AP-FlTn,-0.2149859695400861,0.0,-0.0
1071,Hatchery Coho,10 years later,AP-FlTn,-0.1734796744798298,0.0,-0.0
1072,Hatchery Sockeye,10 years later,AP-FlTn,-0.4094637417429695,0.0,-0.0
1073,Other salmonids,10 years later,AP-FlTn,0.0715093218162585,0.0,-0.0
1074,Chinook,10 years later,AP-FhTs,-0.2277309876816469,0.0005,-0.0005
1075,Chum,10 years later,AP-FhTs,-0.6122551157319389,0.0,-0.0
1076,Coho,10 years later,AP-FhTs,-0.2508055815623944,0.0,-0.0
1077,Pink,10 years later,AP-FhTs,-0.305041475908685,0.0,-0.0
1078,Sockeye,10 years later,AP-FhTs,-0.3256255030321564,0.02,-0.02
1079,Hatchery Chinook,10 years later,AP-FhTs,-0.5293428150917009,0.0,-0.0
1080,Hatchery Coho,10 years later,AP-FhTs,-0.5264323070261923,0.0,-0.0
1081,Hatchery Sockeye,10 years later,AP-FhTs,-0.810526270271598,0.0,-0.0
1082,Other salmonids,10 years later,AP-FhTs,0.6287929258676176,0.0,-0.0
1083,Chinook,10 years later,AP-FhTn,-0.1167637209214378,0.0005,-0.0005
1084,Chum,10 years later,AP-FhTn,-0.3124973977065748,0.0,-0.0
1085,Coho,10 years later,AP-FhTn,-0.1204527775854868,0.0,-0.0
1086,Pink,10 years later,AP-FhTn,-0.1849449867941954,0.0,-0.0
1087,Sockeye,10 years later,AP-FhTn,-0.1202608264930993,0.02,-0.02
1088,Hatchery Chinook,10 years later,AP-FhTn,-0.3881710457145322,0.0,-0.0
1089,Hatchery Coho,10 years later,AP-FhTn,-0.3749837169118475,0.0,-0.0
1090,Hatchery Sockeye,10 years later,AP-FhTn,-0.5187639315151574,0.0,-0.0
1091,Other salmonids,10 years later,AP-FhTn,0.2700815894474337,0.0,-0.0
1092,Chinook,10 years later,TP-FlTs,0.2694110483126311,0.0005,-0.0005
1093,Chum,10 years later,TP-FlTs,0.2990544462611222,0.0,-0.0
1094,Coho,10 years later,TP-FlTs,0.1397243541890613,0.0,-0.0
1095,Pink,10 years later,TP-FlTs,0.2813827710642314,0.0,-0.0
1096,Sockeye,10 years later,TP-FlTs,0.6185085279891589,0.02,-0.02
1097,Hatchery Chinook,10 years later,TP-FlTs,-0.4780740530301012,0.0,-0.0
1098,Hatchery Coho,10 years later,TP-FlTs,-0.5796806400804008,0.0,-0.0
1099,Hatchery Sockeye,10 years later,TP-FlTs,-0.9946414902457734,0.0,-0.0
1100,Other salmonids,10 years later,TP-FlTs,0.0912195707533342,0.0,-0.0
1101,Chinook,10 years later,TP-FlTn,0.2511172453779942,0.0005,-0.0005
1102,Chum,10 years later,TP-FlTn,0.2309244325245352,0.0,-0.0
1103,Coho,10 years later,TP-FlTn,0.213834360481806,0.0,-0.0
1104,Pink,10 years later,TP-FlTn,0.2659498110077085,0.0,-0.0
1105,Sockeye,10 years later,TP-FlTn,0.5539967810356416,0.02,-0.02
1106,Hatchery Chinook,10 years later,TP-FlTn,-0.3579044693875414,0.0,-0.0
1107,Hatchery Coho,10 years later,TP-FlTn,-0.3742310647696811,0.0,-0.0
1108,Hatchery Sockeye,10 years later,TP-FlTn,-0.6279023128830737,0.0,-0.0
1109,Other salmonids,10 years later,TP-FlTn,-0.2421402460169266,0.0,-0.0
1110,Chinook,10 years later,TP-FhTs,0.2401782789920226,0.0005,-0.0005
1111,Chum,10 years later,TP-FhTs,0.3381268618893052,0.0,-0.0
1112,Coho,10 years later,TP-FhTs,0.4444267783616173,0.0,-0.0
1113,Pink,10 years later,TP-FhTs,0.5215474489450189,0.0,-0.0
1114,Sockeye,10 years later,TP-FhTs,1.0621505346659887,0.02,-0.02
1115,Hatchery Chinook,10 years later,TP-FhTs,-0.364959352905699,0.0,-0.0
1116,Hatchery Coho,10 years later,TP-FhTs,-0.270972776989864,0.0,-0.0
1117,Hatchery Sockeye,10 years later,TP-FhTs,-0.9993929603931824,0.0,-0.0
1118,Other salmonids,10 years later,TP-FhTs,-0.0107885140298233,0.0,-0.0
1119,Chinook,10 years later,TP-FhTn,0.1861903896273187,0.0005,-0.0005
1120,Chum,10 years later,TP-FhTn,0.0695619749044107,0.0,-0.0
1121,Coho,10 years later,TP-FhTn,0.1718079103864078,0.0,-0.0
1122,Pink,10 years later,TP-FhTn,0.2270464239667879,0.0,-0.0
1123,Sockeye,10 years later,TP-FhTn,0.6957160071509304,0.02,-0.02
1124,Hatchery Chinook,10 years later,TP-FhTn,-0.5647411069116074,0.0,-0.0
1125,Hatchery Coho,10 years later,TP-FhTn,-0.6529032846707583,0.0,-0.0
1126,Hatchery Sockeye,10 years later,TP-FhTn,-1.050658999454727,0.0,-0.0
1127,Other salmonids,10 years later,TP-FhTn,0.6728714156443119,0.0,-0.0
1128,Chinook,10 years later,EB-FlTs,-0.1704728621922169,0.0005,-0.0005
1129,Chum,10 years later,EB-FlTs,-0.4528260681912255,0.0,-0.0
1130,Coho,10 years later,EB-FlTs,-0.193602151940333,0.0,-0.0
1131,Pink,10 years later,EB-FlTs,-0.2601418211926343,0.0,-0.0
1132,Sockeye,10 years later,EB-FlTs,-0.2957187427770757,0.02,-0.02
1133,Hatchery Chinook,10 years later,EB-FlTs,-0.3953275254922728,0.0,-0.0
1134,Hatchery Coho,10 years later,EB-FlTs,-0.208132772732635,0.0,-0.0
1135,Hatchery Sockeye,10 years later,EB-FlTs,-0.4433388549516359,0.0,-0.0
1136,Other salmonids,10 years later,EB-FlTs,0.424317877420581,0.0,-0.0
1137,Chinook,10 years later,EB-FlTn,-0.1607716479006238,0.0005,-0.0005
1138,Chum,10 years later,EB-FlTn,-0.4383310370360838,0.0,-0.0
1139,Coho,10 years later,EB-FlTn,-0.1763930019880488,0.0,-0.0
1140,Pink,10 years later,EB-FlTn,-0.2191525760648516,0.0,-0.0
1141,Sockeye,10 years later,EB-FlTn,-0.2622009086741239,0.02,-0.02
1142,Hatchery Chinook,10 years later,EB-FlTn,-0.422473358055464,0.0,-0.0
1143,Hatchery Coho,10 years later,EB-FlTn,-0.3086107856774507,0.0,-0.0
1144,Hatchery Sockeye,10 years later,EB-FlTn,-0.5773824709937406,0.0,-0.0
1145,Other salmonids,10 years later,EB-FlTn,0.4040919542288592,0.0,-0.0
1146,Chinook,10 years later,EB-FhTs,-0.1583389266602064,0.0005,-0.0005
1147,Chum,10 years later,EB-FhTs,-0.3794543728294219,0.0,-0.0
1148,Coho,10 years later,EB-FhTs,-0.1707471462755516,0.0,-0.0
1149,Pink,10 years later,EB-FhTs,-0.222199537257608,0.0,-0.0
1150,Sockeye,10 years later,EB-FhTs,-0.2579457485469794,0.02,-0.02
1151,Hatchery Chinook,10 years later,EB-FhTs,-0.3547205389655361,0.0,-0.0
1152,Hatchery Coho,10 years later,EB-FhTs,-0.2340076537704368,0.0,-0.0
1153,Hatchery Sockeye,10 years later,EB-FhTs,-0.5045078057897556,0.0,-0.0
1154,Other salmonids,10 years later,EB-FhTs,0.0559008463904608,0.0,-0.0
1155,Chinook,10 years later,EB-FhTn,-0.0666182951688321,0.0005,-0.0005
1156,Chum,10 years later,EB-FhTn,-0.1944833041755833,0.0,-0.0
1157,Coho,10 years later,EB-FhTn,-0.0658366242653962,0.0,-0.0
1158,Pink,10 years later,EB-FhTn,-0.0991974421199914,0.0,-0.0
1159,Sockeye,10 years later,EB-FhTn,-0.1075042090127897,0.02,-0.02
1160,Hatchery Chinook,10 years later,EB-FhTn,-0.1591610087004036,0.0,-0.0
1161,Hatchery Coho,10 years later,EB-FhTn,-0.0834485414079192,0.0,-0.0
1162,Hatchery Sockeye,10 years later,EB-FhTn,-0.0370212533777336,0.0,-0.0
1163,Other salmonids,10 years later,EB-FhTn,-0.3094905188924801,0.0,-0.0
1164,Chinook,10 years later,JF-FlTs,0.246149832484972,0.0005,-0.0005
1165,Chum,10 years later,JF-FlTs,0.3602466483694111,0.0,-0.0
1166,Coho,10 years later,JF-FlTs,0.1757359841902395,0.0,-0.0
1167,Pink,10 years later,JF-FlTs,0.3084029348344286,0.0,-0.0
1168,Sockeye,10 years later,JF-FlTs,0.4910471336970978,0.02,-0.02
1169,Hatchery Chinook,10 years later,JF-FlTs,-0.1665444649209072,0.0,-0.0
1170,Hatchery Coho,10 years later,JF-FlTs,-0.2090239762339167,0.0,-0.0
1171,Hatchery Sockeye,10 years later,JF-FlTs,-0.1849333968379422,0.0,-0.0
1172,Other salmonids,10 years later,JF-FlTs,-0.0348641210403274,0.0,-0.0
1173,Chinook,10 years later,JF-FlTn,0.2733431354697124,0.0005,-0.0005
1174,Chum,10 years later,JF-FlTn,0.3909482308460776,0.0,-0.0
1175,Coho,10 years later,JF-FlTn,0.1967602426539394,0.0,-0.0
1176,Pink,10 years later,JF-FlTn,0.3094165943005844,0.0,-0.0
1177,Sockeye,10 years later,JF-FlTn,0.5149016782759719,0.02,-0.02
1178,Hatchery Chinook,10 years later,JF-FlTn,-0.1677537892901185,0.0,-0.0
1179,Hatchery Coho,10 years later,JF-FlTn,-0.2067788981841345,0.0,-0.0
1180,Hatchery Sockeye,10 years later,JF-FlTn,-0.1866507502592577,0.0,-0.0
1181,Other salmonids,10 years later,JF-FlTn,-0.0060351941955943,0.0,-0.0
1182,Chinook,10 years later,JF-FhTs,0.2461654321844775,0.0005,-0.0005
1183,Chum,10 years later,JF-FhTs,0.3451550627272093,0.0,-0.0
1184,Coho,10 years later,JF-FhTs,0.1700415329186855,0.0,-0.0
1185,Pink,10 years later,JF-FhTs,0.273061172860638,0.0,-0.0
1186,Sockeye,10 years later,JF-FhTs,0.4691581003049605,0.02,-0.02
1187,Hatchery Chinook,10 years later,JF-FhTs,-0.1747919333340841,0.0,-0.0
1188,Hatchery Coho,10 years later,JF-FhTs,-0.2132236858139014,0.0,-0.0
1189,Hatchery Sockeye,10 years later,JF-FhTs,-0.1920218889571427,0.0,-0.0
1190,Other salmonids,10 years later,JF-FhTs,0.004858407611169,0.0,-0.0
1191,Chinook,10 years later,JF-FhTn,0.2169140186138962,0.0005,-0.0005
1192,Chum,10 years later,JF-FhTn,0.2910191029171671,0.0,-0.0
1193,Coho,10 years later,JF-FhTn,0.1404597396941831,0.0,-0.0
1194,Pink,10 years later,JF-FhTn,0.2270218146583902,0.0,-0.0
1195,Sockeye,10 years later,JF-FhTn,0.429224963273469,0.02,-0.02
1196,Hatchery Chinook,10 years later,JF-FhTn,-0.216060111710048,0.0,-0.0
1197,Hatchery Coho,10 years later,JF-FhTn,-0.1932678791859876,0.0,-0.0
1198,Hatchery Sockeye,10 years later,JF-FhTn,-0.1978192006716968,0.0,-0.0
1199,Other salmonids,10 years later,JF-FhTn,0.1146478663825376,0.0,-0.0
1200,Chinook,20 years later,AP-FlTs,-0.0377201280280603,0.0005,-0.0005
1201,Chum,20 years later,AP-FlTs,0.1177040044937749,0.0,-0.0
1202,Coho,20 years later,AP-FlTs,-0.0290500642752911,0.0,-0.0
1203,Pink,20 years later,AP-FlTs,-0.0869310405706125,0.0,-0.0
1204,Sockeye,20 years later,AP-FlTs,0.084344593477208,0.02,-0.02
1205,Hatchery Chinook,20 years later,AP-FlTs,-0.1810232483479482,0.0,-0.0
1206,Hatchery Coho,20 years later,AP-FlTs,-0.0931941085781836,0.0,-0.0
1207,Hatchery Sockeye,20 years later,AP-FlTs,0.0580132908755914,0.0,-0.0
1208,Other salmonids,20 years later,AP-FlTs,0.1930476859522287,0.0,-0.0
1209,Chinook,20 years later,AP-FlTn,0.094696185703671,0.0005,-0.0005
1210,Chum,20 years later,AP-FlTn,0.6157815414025869,0.0,-0.0
1211,Coho,20 years later,AP-FlTn,0.1607051000291814,0.0,-0.0
1212,Pink,20 years later,AP-FlTn,0.1493785112677503,0.0,-0.0
1213,Sockeye,20 years later,AP-FlTn,0.4363227100958622,0.02,-0.02
1214,Hatchery Chinook,20 years later,AP-FlTn,-0.1951260216647932,0.0,-0.0
1215,Hatchery Coho,20 years later,AP-FlTn,-0.1493891052972669,0.0,-0.0
1216,Hatchery Sockeye,20 years later,AP-FlTn,-1.2478143032236488,0.0,-0.0
1217,Other salmonids,20 years later,AP-FlTn,-0.1759045807912126,0.0,-0.0
1218,Chinook,20 years later,AP-FhTs,-0.9233774776686032,0.0005,-0.0005
1219,Chum,20 years later,AP-FhTs,-1.361641644745384,0.0,-0.0
1220,Coho,20 years later,AP-FhTs,-1.326820517059384,0.0,-0.0
1221,Pink,20 years later,AP-FhTs,-0.3987941112176707,0.0,-0.0
1222,Sockeye,20 years later,AP-FhTs,-1.811146336837124,0.02,-0.02
1223,Hatchery Chinook,20 years later,AP-FhTs,-0.8005686224687595,0.0,-0.0
1224,Hatchery Coho,20 years later,AP-FhTs,-3.3543356151362023,0.0,-0.0
1225,Hatchery Sockeye,20 years later,AP-FhTs,-12.906389207543652,0.0,-0.0
1226,Other salmonids,20 years later,AP-FhTs,-0.5325096425906826,0.0,-0.0
1227,Chinook,20 years later,AP-FhTn,-0.4674177042479654,0.0005,-0.0005
1228,Chum,20 years later,AP-FhTn,-0.4536640227543675,0.0,-0.0
1229,Coho,20 years later,AP-FhTn,-0.7035457870627515,0.0,-0.0
1230,Pink,20 years later,AP-FhTn,-0.0685052031069499,0.0,-0.0
1231,Sockeye,20 years later,AP-FhTn,-0.9384304950297848,0.02,-0.02
1232,Hatchery Chinook,20 years later,AP-FhTn,-0.5898817614749826,0.0,-0.0
1233,Hatchery Coho,20 years later,AP-FhTn,-2.579216274509854,0.0,-0.0
1234,Hatchery Sockeye,20 years later,AP-FhTn,-7.042363169410682,0.0,-0.0
1235,Other salmonids,20 years later,AP-FhTn,-0.4799027934372576,0.0,-0.0
1236,Chinook,20 years later,TP-FlTs,-0.0836912907617914,0.0005,-0.0005
1237,Chum,20 years later,TP-FlTs,-0.2110514393629503,0.0,-0.0
1238,Coho,20 years later,TP-FlTs,-0.6289182241354618,0.0,-0.0
1239,Pink,20 years later,TP-FlTs,0.5596557111736655,0.0,-0.0
1240,Sockeye,20 years later,TP-FlTs,-0.48163693483251,0.02,-0.02
1241,Hatchery Chinook,20 years later,TP-FlTs,-0.5834236775537146,0.0,-0.0
1242,Hatchery Coho,20 years later,TP-FlTs,-3.3050164482771613,0.0,-0.0
1243,Hatchery Sockeye,20 years later,TP-FlTs,-12.967740711543726,0.0,-0.0
1244,Other salmonids,20 years later,TP-FlTs,-0.6622975521913654,0.0,-0.0
1245,Chinook,20 years later,TP-FlTn,-0.0971589963801711,0.0005,-0.0005
1246,Chum,20 years later,TP-FlTn,-0.354592957041453,0.0,-0.0
1247,Coho,20 years later,TP-FlTn,-0.3261321572980491,0.0,-0.0
1248,Pink,20 years later,TP-FlTn,0.4091015455241287,0.0,-0.0
1249,Sockeye,20 years later,TP-FlTn,-0.2573154302354674,0.02,-0.02
1250,Hatchery Chinook,20 years later,TP-FlTn,-0.6532219487306867,0.0,-0.0
1251,Hatchery Coho,20 years later,TP-FlTn,-2.779157593158473,0.0,-0.0
1252,Hatchery Sockeye,20 years later,TP-FlTn,-7.6655290552274336,0.0,-0.0
1253,Other salmonids,20 years later,TP-FlTn,-0.8497931056633379,0.0,-0.0
1254,Chinook,20 years later,TP-FhTs,0.378518507008605,0.0005,-0.0005
1255,Chum,20 years later,TP-FhTs,0.95208941289743,0.0,-0.0
1256,Coho,20 years later,TP-FhTs,0.7346556828614514,0.0,-0.0
1257,Pink,20 years later,TP-FhTs,0.7834476944402313,0.0,-0.0
1258,Sockeye,20 years later,TP-FhTs,1.152567967581286,0.02,-0.02
1259,Hatchery Chinook,20 years later,TP-FhTs,-0.4041776981172288,0.0,-0.0
1260,Hatchery Coho,20 years later,TP-FhTs,-0.1697673586378364,0.0,-0.0
1261,Hatchery Sockeye,20 years later,TP-FhTs,-1.6964958524190816,0.0,-0.0
1262,Other salmonids,20 years later,TP-FhTs,-0.625865372342585,0.0,-0.0
1263,Chinook,20 years later,TP-FhTn,-0.2501588241161223,0.0005,-0.0005
1264,Chum,20 years later,TP-FhTn,-0.6575977065717131,0.0,-0.0
1265,Coho,20 years later,TP-FhTn,-0.5888811311011954,0.0,-0.0
1266,Pink,20 years later,TP-FhTn,0.2565110416457283,0.0,-0.0
1267,Sockeye,20 years later,TP-FhTn,-0.5524056794359256,0.02,-0.02
1268,Hatchery Chinook,20 years later,TP-FhTn,-0.7872349787518015,0.0,-0.0
1269,Hatchery Coho,20 years later,TP-FhTn,-3.4489172018829244,0.0,-0.0
1270,Hatchery Sockeye,20 years later,TP-FhTn,-13.379798022389712,0.0,-0.0
1271,Other salmonids,20 years later,TP-FhTn,-0.6143529562722654,0.0,-0.0
1272,Chinook,20 years later,EB-FlTs,-0.2236291530254841,0.0005,-0.0005
1273,Chum,20 years later,EB-FlTs,0.0673774246351932,0.0,-0.0
1274,Coho,20 years later,EB-FlTs,-0.1359077744804238,0.0,-0.0
1275,Pink,20 years later,EB-FlTs,-0.4801010197003674,0.0,-0.0
1276,Sockeye,20 years later,EB-FlTs,-0.1686585966970799,0.02,-0.02
1277,Hatchery Chinook,20 years later,EB-FlTs,-0.435485104956379,0.0,-0.0
1278,Hatchery Coho,20 years later,EB-FlTs,-0.1876314751334207,0.0,-0.0
1279,Hatchery Sockeye,20 years later,EB-FlTs,-1.7788267268040023,0.0,-0.0
1280,Other salmonids,20 years later,EB-FlTs,-0.1971165904998795,0.0,-0.0
1281,Chinook,20 years later,EB-FlTn,-0.255285679806374,0.0005,-0.0005
1282,Chum,20 years later,EB-FlTn,0.1036773778562905,0.0,-0.0
1283,Coho,20 years later,EB-FlTn,-0.2171786784047591,0.0,-0.0
1284,Pink,20 years later,EB-FlTn,-0.354996146893396,0.0,-0.0
1285,Sockeye,20 years later,EB-FlTn,-0.262634855345969,0.02,-0.02
1286,Hatchery Chinook,20 years later,EB-FlTn,-0.5755677680368554,0.0,-0.0
1287,Hatchery Coho,20 years later,EB-FlTn,-0.4064156607978209,0.0,-0.0
1288,Hatchery Sockeye,20 years later,EB-FlTn,-1.747113494898186,0.0,-0.0
1289,Other salmonids,20 years later,EB-FlTn,-0.2061982140179385,0.0,-0.0
1290,Chinook,20 years later,EB-FhTs,-0.1972550823722429,0.0005,-0.0005
1291,Chum,20 years later,EB-FhTs,0.1289805909875552,0.0,-0.0
1292,Coho,20 years later,EB-FhTs,-0.1013380881294079,0.0,-0.0
1293,Pink,20 years later,EB-FhTs,-0.5213425470456157,0.0,-0.0
1294,Sockeye,20 years later,EB-FhTs,-0.1168282549709087,0.02,-0.02
1295,Hatchery Chinook,20 years later,EB-FhTs,-0.4121661718948418,0.0,-0.0
1296,Hatchery Coho,20 years later,EB-FhTs,-0.1296329968085448,0.0,-0.0
1297,Hatchery Sockeye,20 years later,EB-FhTs,-1.4025368478819706,0.0,-0.0
1298,Other salmonids,20 years later,EB-FhTs,-0.1960593001686203,0.0,-0.0
1299,Chinook,20 years later,EB-FhTn,-0.1139516097032666,0.0005,-0.0005
1300,Chum,20 years later,EB-FhTn,0.0195062097332399,0.0,-0.0
1301,Coho,20 years later,EB-FhTn,-0.0712748745140623,0.0,-0.0
1302,Pink,20 years later,EB-FhTn,-0.2487612344534029,0.0,-0.0
1303,Sockeye,20 years later,EB-FhTn,-0.1154839846486766,0.02,-0.02
1304,Hatchery Chinook,20 years later,EB-FhTn,-0.3530511041951086,0.0,-0.0
1305,Hatchery Coho,20 years later,EB-FhTn,-0.1039264866457371,0.0,-0.0
1306,Hatchery Sockeye,20 years later,EB-FhTn,-0.0631106695692218,0.0,-0.0
1307,Other salmonids,20 years later,EB-FhTn,0.2248405137003972,0.0,-0.0
1308,Chinook,20 years later,JF-FlTs,-0.1598337520478643,0.0005,-0.0005
1309,Chum,20 years later,JF-FlTs,-0.5188267341430497,0.0,-0.0
1310,Coho,20 years later,JF-FlTs,-0.5378044588208986,0.0,-0.0
1311,Pink,20 years later,JF-FlTs,0.1510693951211683,0.0,-0.0
1312,Sockeye,20 years later,JF-FlTs,-0.5387510282929764,0.02,-0.02
1313,Hatchery Chinook,20 years later,JF-FlTs,-0.3527885757098984,0.0,-0.0
1314,Hatchery Coho,20 years later,JF-FlTs,-2.7612831806562004,0.0,-0.0
1315,Hatchery Sockeye,20 years later,JF-FlTs,-7.502160571229122,0.0,-0.0
1316,Other salmonids,20 years later,JF-FlTs,-0.2886990248350929,0.0,-0.0
1317,Chinook,20 years later,JF-FlTn,-0.1712123315101577,0.0005,-0.0005
1318,Chum,20 years later,JF-FlTn,-0.5246177425177434,0.0,-0.0
1319,Coho,20 years later,JF-FlTn,-0.5227291024099712,0.0,-0.0
1320,Pink,20 years later,JF-FlTn,0.1908915865771421,0.0,-0.0
1321,Sockeye,20 years later,JF-FlTn,-0.4845749478065708,0.02,-0.02
1322,Hatchery Chinook,20 years later,JF-FlTn,-0.3387531158383121,0.0,-0.0
1323,Hatchery Coho,20 years later,JF-FlTn,-2.7616329739410563,0.0,-0.0
1324,Hatchery Sockeye,20 years later,JF-FlTn,-7.4604398893254755,0.0,-0.0
1325,Other salmonids,20 years later,JF-FlTn,-0.2859951548757455,0.0,-0.0
1326,Chinook,20 years later,JF-FhTs,-0.0640693722809127,0.0005,-0.0005
1327,Chum,20 years later,JF-FhTs,-0.3542793085871865,0.0,-0.0
1328,Coho,20 years later,JF-FhTs,-0.5187384277022455,0.0,-0.0
1329,Pink,20 years later,JF-FhTs,0.262182013522636,0.0,-0.0
1330,Sockeye,20 years later,JF-FhTs,-0.4465857586438515,0.02,-0.02
1331,Hatchery Chinook,20 years later,JF-FhTs,-0.299461038733595,0.0,-0.0
1332,Hatchery Coho,20 years later,JF-FhTs,-2.71950070149648,0.0,-0.0
1333,Hatchery Sockeye,20 years later,JF-FhTs,-7.432298986600808,0.0,-0.0
1334,Other salmonids,20 years later,JF-FhTs,-0.1312439757945052,0.0,-0.0
1335,Chinook,20 years later,JF-FhTn,-0.0606393091831924,0.0005,-0.0005
1336,Chum,20 years later,JF-FhTn,-0.3282842179556078,0.0,-0.0
1337,Coho,20 years later,JF-FhTn,-0.3254428172795709,0.0,-0.0
1338,Pink,20 years later,JF-FhTn,0.1348077045003037,0.0,-0.0
1339,Sockeye,20 years later,JF-FhTn,-0.3672490391381933,0.02,-0.02
1340,Hatchery Chinook,20 years later,JF-FhTn,-0.4917372172075921,0.0,-0.0
1341,Hatchery Coho,20 years later,JF-FhTn,-2.634869601247809,0.0,-0.0
1342,Hatchery Sockeye,20 years later,JF-FhTn,-6.822627139340621,0.0,-0.0
1343,Other salmonids,20 years later,JF-FhTn,-0.2867042735532579,0.0,-0.0
1344,hake,spill year,AP-FlTs,-0.2051527401594444,0.007,-0.007
1345,lingcod,spill year,AP-FlTs,-0.0289456878572424,0.0005,-0.0005
1346,pollock,spill year,AP-FlTs,-0.0386400437038392,0.0,-0.0
1347,sandlance,spill year,AP-FlTs,-0.5612560638990975,0.0003,-0.0003
1348,rockfish,spill year,AP-FlTs,-0.0022233085127598,0.0003,-0.0003
1349,pacific herring,spill year,AP-FlTs,-0.1390910916927212,0.08,-0.08
1350,hake,spill year,AP-FlTn,-0.0977679697466571,0.007,-0.007
1351,lingcod,spill year,AP-FlTn,-0.0164511785010257,0.0005,-0.0005
1352,pollock,spill year,AP-FlTn,-0.0301218383332124,0.0,-0.0
1353,sandlance,spill year,AP-FlTn,-0.188496868896139,0.0003,-0.0003
1354,rockfish,spill year,AP-FlTn,-0.0007383543510808,0.0003,-0.0003
1355,pacific herring,spill year,AP-FlTn,-0.089087059528754,0.08,-0.08
1356,hake,spill year,AP-FhTs,-0.0949670359806353,0.007,-0.007
1357,lingcod,spill year,AP-FhTs,-0.0177250337056711,0.0005,-0.0005
1358,pollock,spill year,AP-FhTs,-0.0266053062257665,0.0,-0.0
1359,sandlance,spill year,AP-FhTs,-0.2037298486823848,0.0003,-0.0003
1360,rockfish,spill year,AP-FhTs,-0.0045549033666414,0.0003,-0.0003
1361,pacific herring,spill year,AP-FhTs,-0.1202471770910351,0.08,-0.08
1362,hake,spill year,AP-FhTn,-0.0694930671234939,0.007,-0.007
1363,lingcod,spill year,AP-FhTn,-0.0143219984581088,0.0005,-0.0005
1364,pollock,spill year,AP-FhTn,-0.0183236485351412,0.0,-0.0
1365,sandlance,spill year,AP-FhTn,-0.1485276653913419,0.0003,-0.0003
1366,rockfish,spill year,AP-FhTn,-0.0056866457161564,0.0003,-0.0003
1367,pacific herring,spill year,AP-FhTn,-0.0860917152305751,0.08,-0.08
1368,hake,spill year,TP-FlTs,-0.4150363392067625,0.007,-0.007
1369,lingcod,spill year,TP-FlTs,-0.1345222058702322,0.0005,-0.0005
1370,pollock,spill year,TP-FlTs,-0.2285879139329283,0.0,-0.0
1371,sandlance,spill year,TP-FlTs,-0.5967296340022941,0.0003,-0.0003
1372,rockfish,spill year,TP-FlTs,-0.0249071236944564,0.0003,-0.0003
1373,pacific herring,spill year,TP-FlTs,-0.450709436550849,0.08,-0.08
1374,hake,spill year,TP-FlTn,-0.3899083185255025,0.007,-0.007
1375,lingcod,spill year,TP-FlTn,-0.1240292815749688,0.0005,-0.0005
1376,pollock,spill year,TP-FlTn,-0.2344677059013222,0.0,-0.0
1377,sandlance,spill year,TP-FlTn,-0.6106076049619895,0.0003,-0.0003
1378,rockfish,spill year,TP-FlTn,-0.0177303215718149,0.0003,-0.0003
1379,pacific herring,spill year,TP-FlTn,-0.3949959502310596,0.08,-0.08
1380,hake,spill year,TP-FhTs,-0.2132781948054363,0.007,-0.007
1381,lingcod,spill year,TP-FhTs,-0.0518471989439162,0.0005,-0.0005
1382,pollock,spill year,TP-FhTs,-0.0916490398583791,0.0,-0.0
1383,sandlance,spill year,TP-FhTs,-0.3639171509388591,0.0003,-0.0003
1384,rockfish,spill year,TP-FhTs,-0.0213549058778106,0.0003,-0.0003
1385,pacific herring,spill year,TP-FhTs,-0.2167737345604325,0.08,-0.08
1386,hake,spill year,TP-FhTn,-0.3095945633296182,0.007,-0.007
1387,lingcod,spill year,TP-FhTn,-0.0642761040659245,0.0005,-0.0005
1388,pollock,spill year,TP-FhTn,-0.1043274648438019,0.0,-0.0
1389,sandlance,spill year,TP-FhTn,-0.6431181806281422,0.0003,-0.0003
1390,rockfish,spill year,TP-FhTn,-0.0215042295245326,0.0003,-0.0003
1391,pacific herring,spill year,TP-FhTn,-0.2751431678266069,0.08,-0.08
1392,hake,spill year,EB-FlTs,-0.3456632631775103,0.007,-0.007
1393,lingcod,spill year,EB-FlTs,-0.0543527669774446,0.0005,-0.0005
1394,pollock,spill year,EB-FlTs,-0.0737553155417525,0.0,-0.0
1395,sandlance,spill year,EB-FlTs,-1.3651700370895787,0.0003,-0.0003
1396,rockfish,spill year,EB-FlTs,-0.0046114379772732,0.0003,-0.0003
1397,pacific herring,spill year,EB-FlTs,-0.2338191172425219,0.08,-0.08
1398,hake,spill year,EB-FlTn,-0.3287197773457861,0.007,-0.007
1399,lingcod,spill year,EB-FlTn,-0.0540867168531045,0.0005,-0.0005
1400,pollock,spill year,EB-FlTn,-0.07569858081374,0.0,-0.0
1401,sandlance,spill year,EB-FlTn,-1.296192947465321,0.0003,-0.0003
1402,rockfish,spill year,EB-FlTn,-0.0094458842493283,0.0003,-0.0003
1403,pacific herring,spill year,EB-FlTn,-0.2266011752836871,0.08,-0.08
