,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
2189,ratfish,10 years later,AP-FhTn,0.0263863125887775,0.0,-0.0
2190,sixgill,10 years later,AP-FhTn,0.0255455537876669,0.0,-0.0
2191,skates,10 years later,AP-FhTn,-0.013370529368728,0.0004,-0.0004
2192,dogfish,10 years later,TP-FlTs,-0.2376570072849237,0.0,-0.0
2193,ratfish,10 years later,TP-FlTs,0.3350022945136399,0.0,-0.0
2194,sixgill,10 years later,TP-FlTs,0.1063630144089744,0.0,-0.0
2195,skates,10 years later,TP-FlTs,0.113992523250499,0.0004,-0.0004
2196,dogfish,10 years later,TP-FlTn,-0.0998352149313741,0.0,-0.0
2197,ratfish,10 years later,TP-FlTn,0.2216645931240668,0.0,-0.0
2198,sixgill,10 years later,TP-FlTn,0.0738117907814805,0.0,-0.0
2199,skates,10 years later,TP-FlTn,0.0277674354837587,0.0004,-0.0004
2200,dogfish,10 years later,TP-FhTs,0.0409343237828396,0.0,-0.0
2201,ratfish,10 years later,TP-FhTs,0.060640370096805,0.0,-0.0
2202,sixgill,10 years later,TP-FhTs,0.0083952402036602,0.0,-0.0
2203,skates,10 years later,TP-FhTs,0.0695031569242843,0.0004,-0.0004
2204,dogfish,10 years later,TP-FhTn,-0.2525225310843926,0.0,-0.0
2205,ratfish,10 years later,TP-FhTn,0.254182797657736,0.0,-0.0
2206,sixgill,10 years later,TP-FhTn,0.0738523501016508,0.0,-0.0
2207,skates,10 years later,TP-FhTn,0.1017254030018877,0.0004,-0.0004
2208,dogfish,10 years later,EB-FlTs,-0.0829758260997326,0.0,-0.0
2209,ratfish,10 years later,EB-FlTs,-0.068244462527085,0.0,-0.0
2210,sixgill,10 years later,EB-FlTs,0.0249116451692221,0.0,-0.0
2211,skates,10 years later,EB-FlTs,-0.0293690073636232,0.0004,-0.0004
2212,dogfish,10 years later,EB-FlTn,-0.1032160851641494,0.0,-0.0
2213,ratfish,10 years later,EB-FlTn,-0.1517725235237166,0.0,-0.0
2214,sixgill,10 years later,EB-FlTn,0.0220985571247045,0.0,-0.0
2215,skates,10 years later,EB-FlTn,-0.0329693884807202,0.0004,-0.0004
2216,dogfish,10 years later,EB-FhTs,-0.0612239840564565,0.0,-0.0
2217,ratfish,10 years later,EB-FhTs,-0.1375379281959277,0.0,-0.0
2218,sixgill,10 years later,EB-FhTs,0.0007411652665678,0.0,-0.0
2219,skates,10 years later,EB-FhTs,-0.0221216819325131,0.0004,-0.0004
2220,dogfish,10 years later,EB-FhTn,-0.0363512833520207,0.0,-0.0
2221,ratfish,10 years later,EB-FhTn,-0.1350409199169289,0.0,-0.0
2222,sixgill,10 years later,EB-FhTn,-0.0145887861792248,0.0,-0.0
2223,skates,10 years later,EB-FhTn,-0.0150263051502119,0.0004,-0.0004
2224,dogfish,10 years later,JF-FlTs,-0.100908100651732,0.0,-0.0
2225,ratfish,10 years later,JF-FlTs,0.2299953362151785,0.0,-0.0
2226,sixgill,10 years later,JF-FlTs,0.0632322266142437,0.0,-0.0
2227,skates,10 years later,JF-FlTs,0.0831648332957168,0.0004,-0.0004
2228,dogfish,10 years later,JF-FlTn,-0.0990619972383399,0.0,-0.0
2229,ratfish,10 years later,JF-FlTn,0.2274293073583977,0.0,-0.0
2230,sixgill,10 years later,JF-FlTn,0.0675567468896276,0.0,-0.0
2231,skates,10 years later,JF-FlTn,0.0848839543342283,0.0004,-0.0004
2232,dogfish,10 years later,JF-FhTs,-0.0926838117861128,0.0,-0.0
2233,ratfish,10 years later,JF-FhTs,0.2240601387232055,0.0,-0.0
2234,sixgill,10 years later,JF-FhTs,0.0528552547028482,0.0,-0.0
2235,skates,10 years later,JF-FhTs,0.1042270220218233,0.0004,-0.0004
2236,dogfish,10 years later,JF-FhTn,-0.0947831095647222,0.0,-0.0
2237,ratfish,10 years later,JF-FhTn,0.2201567379071534,0.0,-0.0
2238,sixgill,10 years later,JF-FhTn,0.0488622442920438,0.0,-0.0
2239,skates,10 years later,JF-FhTn,0.083366289488167,0.0004,-0.0004
2240,dogfish,20 years later,AP-FlTs,-0.0330326299979955,0.0,-0.0
2241,ratfish,20 years later,AP-FlTs,0.035010702711371,0.0,-0.0
2242,sixgill,20 years later,AP-FlTs,-0.0208210660106267,0.0,-0.0
2243,skates,20 years later,AP-FlTs,-0.006393763915603,0.0004,-0.0004
2244,dogfish,20 years later,AP-FlTn,-0.0533376250588668,0.0,-0.0
2245,ratfish,20 years later,AP-FlTn,-0.0332656420305177,0.0,-0.0
2246,sixgill,20 years later,AP-FlTn,-0.0039483615828173,0.0,-0.0
2247,skates,20 years later,AP-FlTn,0.1197544961259122,0.0004,-0.0004
2248,dogfish,20 years later,AP-FhTs,-0.367853746178336,0.0,-0.0
2249,ratfish,20 years later,AP-FhTs,-0.1443917423098417,0.0,-0.0
2250,sixgill,20 years later,AP-FhTs,-0.0104659092062531,0.0,-0.0
2251,skates,20 years later,AP-FhTs,0.0807240169980072,0.0004,-0.0004
2252,dogfish,20 years later,AP-FhTn,-0.2303803695008199,0.0,-0.0
2253,ratfish,20 years later,AP-FhTn,-0.1264174982512589,0.0,-0.0
2254,sixgill,20 years later,AP-FhTn,0.002873558447819,0.0,-0.0
2255,skates,20 years later,AP-FhTn,0.1383632415696056,0.0004,-0.0004
2256,dogfish,20 years later,TP-FlTs,-0.4945762310627355,0.0,-0.0
2257,ratfish,20 years later,TP-FlTs,0.379058163105368,0.0,-0.0
2258,sixgill,20 years later,TP-FlTs,0.1046592794452916,0.0,-0.0
2259,skates,20 years later,TP-FlTs,0.5758618966213858,0.0004,-0.0004
2260,dogfish,20 years later,TP-FlTn,-0.5213499785767117,0.0,-0.0
2261,ratfish,20 years later,TP-FlTn,0.3434565937709366,0.0,-0.0
2262,sixgill,20 years later,TP-FlTn,0.0180328845186683,0.0,-0.0
2263,skates,20 years later,TP-FlTn,0.2414673520675614,0.0004,-0.0004
2264,dogfish,20 years later,TP-FhTs,-0.2668445881040593,0.0,-0.0
2265,ratfish,20 years later,TP-FhTs,0.0470152460170958,0.0,-0.0
2266,sixgill,20 years later,TP-FhTs,-0.0588719070432064,0.0,-0.0
2267,skates,20 years later,TP-FhTs,0.1852500601401063,0.0004,-0.0004
2268,dogfish,20 years later,TP-FhTn,-0.5111736534112854,0.0,-0.0
2269,ratfish,20 years later,TP-FhTn,0.3451998094086272,0.0,-0.0
2270,sixgill,20 years later,TP-FhTn,0.0224289047785275,0.0,-0.0
2271,skates,20 years later,TP-FhTn,0.3749110677501666,0.0004,-0.0004
2272,dogfish,20 years later,EB-FlTs,-0.1139896000194296,0.0,-0.0
2273,ratfish,20 years later,EB-FlTs,-0.1547003363452292,0.0,-0.0
2274,sixgill,20 years later,EB-FlTs,-0.0498597969559466,0.0,-0.0
2275,skates,20 years later,EB-FlTs,-0.0356211228563352,0.0004,-0.0004
2276,dogfish,20 years later,EB-FlTn,-0.1188097270649046,0.0,-0.0
2277,ratfish,20 years later,EB-FlTn,-0.0776164449970728,0.0,-0.0
2278,sixgill,20 years later,EB-FlTn,-0.049422762282838,0.0,-0.0
2279,skates,20 years later,EB-FlTn,-0.0247616141739837,0.0004,-0.0004
2280,dogfish,20 years later,EB-FhTs,-0.0923914268953252,0.0,-0.0
2281,ratfish,20 years later,EB-FhTs,-0.1795002172978788,0.0,-0.0
2282,sixgill,20 years later,EB-FhTs,-0.0592127366374284,0.0,-0.0
2283,skates,20 years later,EB-FhTs,-0.0306796000612319,0.0004,-0.0004
2284,dogfish,20 years later,EB-FhTn,-0.0641060909897117,0.0,-0.0
2285,ratfish,20 years later,EB-FhTn,0.0505611089122626,0.0,-0.0
2286,sixgill,20 years later,EB-FhTn,-0.0372583001829529,0.0,-0.0
2287,skates,20 years later,EB-FhTn,-0.0071877555730426,0.0004,-0.0004
2288,dogfish,20 years later,JF-FlTs,-0.2979238245968252,0.0,-0.0
2289,ratfish,20 years later,JF-FlTs,0.3664203571997193,0.0,-0.0
2290,sixgill,20 years later,JF-FlTs,0.0643529426851274,0.0,-0.0
2291,skates,20 years later,JF-FlTs,0.2406853336284209,0.0004,-0.0004
2292,dogfish,20 years later,JF-FlTn,-0.3064421063505906,0.0,-0.0
2293,ratfish,20 years later,JF-FlTn,0.3329771311682927,0.0,-0.0
2294,sixgill,20 years later,JF-FlTn,0.0520962125873258,0.0,-0.0
2295,skates,20 years later,JF-FlTn,0.2134140139238893,0.0004,-0.0004
2296,dogfish,20 years later,JF-FhTs,-0.2484388968072803,0.0,-0.0
2297,ratfish,20 years later,JF-FhTs,0.4174025352412469,0.0,-0.0
2298,sixgill,20 years later,JF-FhTs,0.06869192262973,0.0,-0.0
2299,skates,20 years later,JF-FhTs,0.3962743548488112,0.0004,-0.0004
2300,dogfish,20 years later,JF-FhTn,-0.2516668016146661,0.0,-0.0
2301,ratfish,20 years later,JF-FhTn,0.3478911798236228,0.0,-0.0
2302,sixgill,20 years later,JF-FhTn,0.0487799169010472,0.0,-0.0
2303,skates,20 years later,JF-FhTn,0.2342845545740446,0.0004,-0.0004
2304,squid,spill year,AP-FlTs,-8.48565911537591e-05,0.0,-0.0
2305,squid,spill year,AP-FlTn,-9.190061236452608e-05,0.0,-0.0
2306,squid,spill year,AP-FhTs,-3.783494363363005e-05,0.0,-0.0
2307,squid,spill year,AP-FhTn,-2.253340805058457e-05,0.0,-0.0
2308,squid,spill year,TP-FlTs,-0.0002012929476102,0.0,-0.0
2309,squid,spill year,TP-FlTn,-5.717716712316801e-05,0.0,-0.0
2310,squid,spill year,TP-FhTs,-0.0001035131690696,0.0,-0.0
2311,squid,spill year,TP-FhTn,-0.0001476125833899,0.0,-0.0
2312,squid,spill year,EB-FlTs,-0.0001598318079665,0.0,-0.0
2313,squid,spill year,EB-FlTn,-0.0001400933468787,0.0,-0.0
2314,squid,spill year,EB-FhTs,-4.15643917950348e-05,0.0,-0.0
2315,squid,spill year,EB-FhTn,-2.9354077835108683e-06,0.0,-0.0
2316,squid,spill year,JF-FlTs,8.699743303530738e-06,0.0,-0.0
2317,squid,spill year,JF-FlTn,5.700147087672747e-06,0.0,-0.0
2318,squid,spill year,JF-FhTs,1.9684702312616764e-06,0.0,-0.0
2319,squid,spill year,JF-FhTn,-8.004142459938635e-06,0.0,-0.0
2320,squid,10 years later,AP-FlTs,0.0006242531584321,0.0,-0.0
2321,squid,10 years later,AP-FlTn,0.0006675506914577,0.0,-0.0
2322,squid,10 years later,AP-FhTs,-0.0007074178731913,0.0,-0.0
2323,squid,10 years later,AP-FhTn,-0.0006231694134828,0.0,-0.0
2324,squid,10 years later,TP-FlTs,-0.0008544674287347,0.0,-0.0
2325,squid,10 years later,TP-FlTn,-9.332194881306322e-05,0.0,-0.0
2326,squid,10 years later,TP-FhTs,-0.0013677111059595,0.0,-0.0
2327,squid,10 years later,TP-FhTn,-0.0020161753879532,0.0,-0.0
2328,squid,10 years later,EB-FlTs,-0.0016314533062722,0.0,-0.0
2329,squid,10 years later,EB-FlTn,-0.0013101951781946,0.0,-0.0
2330,squid,10 years later,EB-FhTs,-0.0014105618607707,0.0,-0.0
2331,squid,10 years later,EB-FhTn,0.0001977073022851,0.0,-0.0
2332,squid,10 years later,JF-FlTs,-0.0002145286561838,0.0,-0.0
2333,squid,10 years later,JF-FlTn,-0.0002176980687496,0.0,-0.0
2334,squid,10 years later,JF-FhTs,-0.0001252287220809,0.0,-0.0
2335,squid,10 years later,JF-FhTn,-0.0001201429684072,0.0,-0.0
2336,squid,20 years later,AP-FlTs,0.0006216975658057,0.0,-0.0
2337,squid,20 years later,AP-FlTn,-0.0001146654295625,0.0,-0.0
2338,squid,20 years later,AP-FhTs,6.107502166230461e-05,0.0,-0.0
2339,squid,20 years later,AP-FhTn,5.9512223793412034e-05,0.0,-0.0
2340,squid,20 years later,TP-FlTs,9.197926398307744e-05,0.0,-0.0
2341,squid,20 years later,TP-FlTn,-0.0006040422368625,0.0,-0.0
2342,squid,20 years later,TP-FhTs,0.0004506639172507,0.0,-0.0
2343,squid,20 years later,TP-FhTn,-0.0002683652974289,0.0,-0.0
2344,squid,20 years later,EB-FlTs,0.0009158495893668,0.0,-0.0
2345,squid,20 years later,EB-FlTn,0.0002476070280144,0.0,-0.0
2346,squid,20 years later,EB-FhTs,0.0006611256183397,0.0,-0.0
2347,squid,20 years later,EB-FhTn,0.0006681057339363,0.0,-0.0
2348,squid,20 years later,JF-FlTs,-0.0003491057114834,0.0,-0.0
2349,squid,20 years later,JF-FlTn,-0.0003488809732776,0.0,-0.0
2350,squid,20 years later,JF-FhTs,-0.000314413017155,0.0,-0.0
2351,squid,20 years later,JF-FhTn,-0.000273812166518,0.0,-0.0
